gene_name,TCGA-35-5375-01A,TCGA-55-A4DF-01A,TCGA-95-8039-01A,TCGA-MP-A4T4-01A,TCGA-62-A471-01A,TCGA-L9-A5IP-01A,TCGA-50-5936-01A,TCGA-49-AARR-01A,TCGA-78-8662-01A,TCGA-05-4430-01A,TCGA-44-7659-01A,TCGA-44-6146-01A,TCGA-L9-A50W-01A,TCGA-75-7025-01A,TCGA-05-4424-01A,TCGA-62-A46P-01A,TCGA-38-4627-01A,TCGA-86-8073-01A,TCGA-69-7765-01A,TCGA-44-5645-01B,TCGA-55-6984-01A,TCGA-69-7764-01A,TCGA-NJ-A4YI-01A,TCGA-86-A4P7-01A,TCGA-55-8620-01A,TCGA-97-8177-01A,TCGA-50-6595-01A,TCGA-55-A492-01A,TCGA-78-7633-01A,TCGA-97-A4LX-01A,TCGA-78-7220-01A,TCGA-53-7624-01A,TCGA-49-AARN-01A,TCGA-62-A46R-01A,TCGA-78-7156-01A,TCGA-50-8457-01A,TCGA-91-8496-01A,TCGA-55-8092-01A,TCGA-75-5122-01A,TCGA-NJ-A4YQ-01A,TCGA-50-5072-01A,TCGA-91-6831-01A,TCGA-91-A4BD-01A,TCGA-69-8255-01A,TCGA-69-8253-01A,TCGA-86-A4D0-01A,TCGA-78-8640-01A,TCGA-97-8174-01A,TCGA-55-6987-01A,TCGA-49-6744-01A,TCGA-55-8096-01A,TCGA-J2-8192-01A,TCGA-44-7671-01A,TCGA-44-2662-01B,TCGA-93-A4JN-01A,TCGA-49-AAR9-01A,TCGA-86-A4P8-01A,TCGA-44-5645-01A,TCGA-78-7158-01A,TCGA-80-5611-01A,TCGA-44-4112-01A,TCGA-71-6725-01A,TCGA-44-2656-01A,TCGA-05-5715-01A,TCGA-64-5815-01A,TCGA-55-7816-01A,TCGA-95-7948-01A,TCGA-05-4432-01A,TCGA-99-8033-01A,TCGA-78-7143-01A,TCGA-73-4668-01A,TCGA-44-5644-01A,TCGA-38-4625-01A,TCGA-91-8499-01A,TCGA-86-6851-01A,TCGA-44-6779-01A,TCGA-78-7537-01A,TCGA-05-4434-01A,TCGA-67-3773-01A,TCGA-55-6983-01A,TCGA-05-5425-01A,TCGA-97-A4M2-01A,TCGA-50-5941-01A,TCGA-78-7539-01A,TCGA-67-3771-01A,TCGA-55-8299-01A,TCGA-05-5429-01A,TCGA-93-A4JO-01A,TCGA-44-A47A-01A,TCGA-44-2662-01A,TCGA-86-A4JF-01A,TCGA-05-4402-01A,TCGA-97-8179-01A,TCGA-55-7914-01A,TCGA-49-4490-01A,TCGA-55-8090-01A,TCGA-MP-A4TC-01A,TCGA-64-1681-01A,TCGA-99-AA5R-01A,TCGA-49-4486-01A,TCGA-91-6847-01A,TCGA-05-4249-01A,TCGA-91-A4BC-01A,TCGA-55-7570-01A,TCGA-50-5049-01A,TCGA-86-8672-01A,TCGA-55-7727-01A,TCGA-86-8674-01A,TCGA-53-A4EZ-01A,TCGA-69-7761-01A,TCGA-50-5942-01A,TCGA-69-A59K-01A,TCGA-05-4245-01A,TCGA-44-2666-01A,TCGA-50-5944-01A,TCGA-50-6592-01A,TCGA-62-8395-01A,TCGA-05-4410-01A,TCGA-55-6975-01A,TCGA-73-4662-01A
MMRN1,2.0364,1.422,7.6642,2.7839,0.5516,4.6067,7.435,14.2476,2.0636,15.6446,4.4082,3.1197,4.2862,19.4865,25.8698,4.3213,13.1579,12.6238,8.7751,7.4456,1.43,6.7265,0.5128,7.7112,2.3779,5.928,2.4756,1.3163,28.9417,2.3789,9.2157,0.7256,3.4521,1.6753,18.1251,20.4335,5.902,3.6644,0.8701,2.1246,3.7113,2.4103,1.3426,2.6118,3.5103,0.258,0.4952,21.3581,4.1609,12.0521,2.4338,3.0989,16.3189,2.5076,5.4545,0.0296,9.843,9.3662,1.1915,0.2502,4.8445,1.7208,10.4295,3.7779,2.4701,20.5008,2.1784,2.9566,2.8381,3.1267,2.1746,0.6829,4.9044,7.1887,1.6965,1.4214,3.6663,5.8074,6.1146,4.0408,5.6825,5.0743,4.8098,1.6409,5.646,19.2869,4.3276,5.472,1.3319,0.9473,3.3242,3.1731,4.3238,1.2014,3.9915,0.9547,2.4237,9.1284,3.4784,0.5488,0.559,5.8674,1.9858,1.6756,8.1852,1.0715,2.1623,0.3093,1.3899,6.3281,13.3786,7.0961,1.8074,4.8117,9.6765,1.9429,7.0814,4.5426,6.2269,7.8024
MRC1,1.7614,40.9853,114.4248,63.225,2.4525,5.8901,50.8238,50.4764,7.1485,81.53,54.5185,11.3599,4.3202,57.0775,109.542,6.7663,85.8805,35.9424,28.4448,157.1137,5.1639,11.7482,158.819,64.9513,24.0336,95.0893,44.4778,15.0686,33.6403,202.0871,10.6218,4.2865,6.132,107.3515,8.1795,54.7955,165.7979,15.233,570.4965,24.757,25.5386,26.9633,83.2385,21.6766,33.7667,8.8296,25.0131,110.1981,40.1516,89.9748,135.9676,310.5916,24.5632,237.6789,21.9763,1.1939,238.0294,117.335,56.0139,41.1679,62.152,5.1869,185.8246,37.834,155.5634,112.4267,7.2901,25.5357,13.1586,48.2051,22.0123,4.6191,58.9636,24.3559,42.0452,59.8552,14.6,67.9011,31.0272,18.3662,89.0426,221.0279,47.0075,57.6453,27.9001,44.6855,7.7224,24.2175,122.7694,189.7268,27.8016,46.1206,73.0029,2.8709,2.7059,44.38,28.1688,41.0065,43.4486,5.0074,1.888,57.6998,13.1591,10.1636,32.4323,16.3242,72.5632,1.5111,6.6905,44.7975,26.793,64.2222,9.7267,63.4148,148.3637,43.7984,46.4297,30.5358,11.8707,154.1977
MROH2B,0.0,0.0126,0.0153,0.0195,0.0,0.0304,0.0214,0.1054,0.0,0.0161,0.0746,0.031,0.0,0.0698,0.0146,0.0,0.0177,0.1106,0.0134,0.5599,0.0305,0.0467,0.0,0.022,0.0,0.0292,0.0,0.0098,0.0075,0.0541,0.0145,0.0,0.0,0.0,0.0,0.0269,0.0,0.0059,0.0,0.0984,0.035,0.0159,0.0,0.01,0.0188,0.0,0.0,0.0209,0.0422,0.0455,0.0387,0.0,0.0253,1.3773,0.1168,0.0938,0.0951,0.0208,0.0454,0.0,0.0,0.0,0.1271,0.0,0.0,0.0309,0.0,0.0,0.015,0.013,0.0,0.0163,0.0176,0.0,0.0112,0.0226,0.007,0.0,0.0,0.0472,0.0132,0.0394,0.0,0.0332,0.0152,0.1186,0.0,0.0118,0.0147,0.009,0.0,0.0281,0.0201,0.0,0.0,0.0,0.0,0.0,0.043,0.0056,0.0,0.0186,5.4423,0.0112,0.0,0.0,0.0,0.042,0.0,0.022,0.0295,0.0,0.0048,0.0174,0.0,0.0233,0.151,0.0167,0.0608,0.0488
MUC16,0.0079,1.7439,7.283,9.3407,24.0329,18.7314,14.6749,27.6339,3.4428,2.7121,2.5145,0.0172,0.0183,3.0675,1.3524,0.0129,1.8039,0.0579,5.4731,5.0687,0.3172,0.0065,0.0129,13.9518,0.0515,0.0648,2.5027,0.0271,0.0021,1.0339,9.2099,24.0214,7.3725,0.9226,0.0104,0.3334,0.0165,2.1484,0.2012,0.3627,18.5652,0.0376,0.7585,0.8506,0.0026,0.0042,0.0439,0.0222,3.1749,3.471,5.1771,11.922,1.493,44.2669,1.9421,22.8062,0.0676,0.2641,0.0047,2.5521,0.0889,31.7981,0.4387,30.5698,6.3033,32.651,0.0659,0.0318,0.9097,10.6709,4.5322,5.637,5.6011,0.0199,14.5426,29.3394,0.0313,3.9602,0.0176,1.7315,0.3645,1.4729,3.0865,0.0115,7.2283,7.4744,0.3039,3.9123,0.0102,8.2508,61.0443,2.021,0.0307,0.9341,7.7322,5.4066,1.4213,1.3851,6.4696,0.0039,3.324,5.9539,0.1208,0.0921,0.1064,5.179,18.5604,0.0233,0.0136,5.4035,1.4998,0.6458,0.0291,10.3471,0.115,17.0814,11.0353,3.6307,10.32,0.2295
MUC17,0.0,0.0052,0.0032,0.0,0.0,0.0335,0.0,0.0,0.0,0.0133,0.0,1.6263,0.0,0.0,0.0,0.0064,0.0,0.0211,0.0277,0.0,2.6498,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387,0.0,0.0,0.0083,0.0,0.0505,0.0,0.0,0.0019,0.0,0.0027,0.0,0.0035,0.6475,0.0132,0.1276,0.0,0.0086,0.0,0.0,0.0,0.0,0.0188,0.0,0.0079,0.0,0.0,0.0054,0.0031,0.0,0.0,0.0,0.0,0.0074,0.0023,0.0094,0.0,0.0411,0.0,0.0,0.071,0.0,0.0126,0.0,0.0,0.0045,34.7091,0.0,0.0061,0.0037,0.0042,0.0023,0.0,0.0,0.0478,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,25.7984,0.0,0.0082,0.0,0.0036,0.0,1.4379,0.0,0.0,0.0084,0.0051
MUC5B,0.056,4.6715,1.8401,36.7412,526.3487,38.0624,837.3032,654.6306,0.1314,54.3139,54.5042,25.1684,0.1017,17.5911,16.7002,237.7727,32.6012,2.652,3.0848,1.725,793.5119,99.9732,23.9748,3.5654,2.9439,1.353,44.7763,31.924,0.2993,18.7391,118.0167,0.1164,59.5465,9.5228,0.9687,3.5033,0.1117,331.2054,29.9707,8.4082,17.314,31.3684,394.1608,0.591,191.6264,0.0465,3.9742,2.8204,120.6616,24.9946,58.9699,753.0895,233.6388,5.9189,8.862,0.4777,2.5935,0.1292,106.8841,0.0953,9.1006,22.5535,0.0951,270.1287,1.5011,1.7507,0.2709,0.4069,352.455,6.4247,9.3093,11.2773,0.0711,2.828,17.2666,501.3871,20.1677,21.1608,0.2131,340.6395,22.8359,61.5342,292.0153,0.057,3.2263,6.7688,8.1779,419.4414,7.4634,17.0844,559.0915,16.2275,8.4841,5.401,4.1012,174.8991,265.522,30.1,6.6334,1.0051,6.7405,21.1615,4.2779,5.093,2.5826,333.0731,9.6951,316.0839,0.0535,41.0804,474.65,3.6759,0.3138,157.3364,0.7454,0.2516,2.7719,32.4147,20.5652,0.545
MXRA5,9.0967,22.464,26.21,63.8998,70.0011,13.0645,230.2071,12.3381,9.9068,70.3253,13.3134,15.6545,18.6517,23.1112,54.9844,5.0684,194.8646,55.1482,130.5294,27.0039,84.0199,13.3715,40.6033,19.3555,7.9122,34.5793,190.7957,2.5104,6.4039,98.0838,51.1903,78.4552,30.6336,19.2098,5.7183,21.7778,1.8797,51.3419,5.7107,22.0223,96.3818,127.0494,1.5091,3.9639,3.4176,8.771,15.0698,45.5119,24.6864,80.9357,77.2895,281.8946,52.8353,161.6751,29.139,35.8702,14.3166,13.7599,21.7673,15.7988,33.6541,4.3981,44.7,47.9225,213.3338,115.6522,14.5761,24.1694,31.5418,18.4635,38.0174,14.2821,13.0123,15.593,36.8639,138.5374,47.1649,121.1323,12.7239,50.2548,35.4087,14.5957,65.5548,18.181,38.1245,83.5918,35.9676,38.7025,21.8258,63.181,9.2907,28.655,14.3433,37.8044,29.938,31.9066,152.9544,23.7072,15.7393,0.7921,56.9775,24.4172,58.4086,23.6966,57.7647,76.2602,9.7663,19.417,6.3403,168.6405,12.8609,17.3409,8.3248,6.7309,50.9325,99.7944,29.7763,29.6087,197.9164,25.5417
MYH1,0.0,0.0383,0.085,0.0395,0.0,0.0,0.0,0.0237,0.0176,0.0325,0.0565,0.0,0.0571,0.0548,0.1033,0.0,0.1162,0.0258,0.1214,0.6364,0.0154,0.5666,0.0375,0.0111,0.0432,0.4126,0.0377,0.0,0.0606,0.0547,0.0,0.0277,0.0923,0.0114,0.0,0.3349,0.06,0.072,0.0,0.0221,0.0236,0.0161,0.0,0.0101,0.0885,0.0,0.0,0.0492,0.0095,0.1265,0.0716,0.3114,0.0852,1.4666,0.0322,0.0135,0.1201,0.1785,0.0688,0.0,0.0392,0.015,0.0183,0.0195,0.0193,0.0728,0.0658,0.0066,0.0076,0.0264,0.0391,0.0,0.0356,0.0,0.017,0.0228,0.0,0.2361,0.0914,0.0079,0.0,0.01,0.0307,0.5954,0.0766,0.1525,0.0,0.0119,0.7281,0.0091,0.0,0.0567,0.1217,0.0119,0.136,0.0286,0.2394,11.2492,0.5647,0.0,0.0102,0.0188,0.0773,0.0,0.139,0.0169,0.0,0.0141,0.0083,0.0223,0.0447,0.01,0.0241,0.0264,0.5955,0.0118,0.0555,0.0338,0.0615,0.0185
MYH13,0.0,0.0,0.0533,0.0389,0.0116,0.0,0.0426,0.0233,0.0,0.088,0.0556,0.0,0.0281,0.0463,0.029,0.0,0.1583,0.1268,0.3054,0.6495,0.0303,0.0,0.0,0.0,0.0425,0.0363,0.1486,0.0,0.0,0.0538,0.0,0.068,0.0727,0.0225,0.0299,0.0891,0.0,0.0413,0.0,0.0543,0.3945,0.0317,0.0,0.0198,0.0124,0.0303,0.0262,0.0484,0.0093,0.0566,0.0577,0.4008,0.0252,1.3324,0.0422,0.0,0.0236,0.1033,0.0226,0.0161,0.0868,0.0,0.1083,0.0,0.038,0.133,0.0925,0.026,0.0747,0.013,0.044,0.0,0.0058,0.0,0.0948,0.0225,0.007,0.151,0.0,0.0313,0.0131,0.0588,0.0453,0.0165,0.1056,0.1286,0.0,0.0,0.117,0.1257,0.0101,0.0502,0.1298,0.0235,0.0573,0.0,0.31,0.0254,0.0641,0.0,0.0201,0.0278,0.0761,0.0335,0.3519,0.0333,0.0475,0.0,0.0081,0.011,0.0,0.0588,0.0285,0.0692,0.0158,0.0,0.041,0.0333,0.1412,0.0546
MYH2,0.0182,0.0,0.1316,0.0187,0.0,0.0,0.0,0.0112,0.0167,0.0385,0.0713,0.0148,0.1081,0.0963,0.4188,0.0,0.0592,0.0569,0.1021,0.5575,0.0437,0.1191,0.0,0.0631,0.0136,0.2858,0.0714,0.0467,0.0932,0.0517,0.0416,0.0131,0.0,0.0216,0.0,0.3426,0.1135,0.1191,0.0,0.0522,0.0112,0.0152,0.0,0.062,0.0598,0.0,0.0,0.0199,0.0628,0.3046,0.0924,0.1436,0.0403,0.3914,0.0508,0.0,0.2953,0.2384,0.0868,0.0,0.0649,0.0,0.1389,0.1293,0.0,0.0098,0.0267,0.025,0.0287,0.0499,0.0159,0.0,0.0842,0.0,0.0161,0.0,0.0,0.067,0.1038,0.0451,0.0252,0.0471,0.0435,1.0711,0.0145,0.2988,0.0337,0.0565,0.0,0.0173,0.0195,0.059,0.1439,0.0,0.1286,0.0271,0.0954,0.1221,0.7604,0.0162,0.0,0.0356,0.0457,0.0,0.0094,0.016,0.0,0.0,0.0078,0.0105,0.0704,0.0848,0.0091,0.0,0.4416,0.0334,0.0525,0.016,0.0388,0.0991
MYH3,0.623,3.1145,1.3583,0.8806,2.7813,0.1843,0.3513,2.0463,2.8617,0.2858,1.4434,0.5228,0.8919,1.3763,0.6648,1.1264,0.2174,1.4634,0.4985,2.9946,0.4299,0.6949,1.9954,1.6518,0.2986,1.2682,0.3741,0.8539,0.1434,1.6851,3.7787,1.2835,1.1483,1.9066,0.7799,1.7946,0.1892,0.508,0.5379,0.9653,0.6055,0.6381,1.2239,2.2167,0.4956,1.6463,1.0206,1.2784,0.44,0.7252,1.3962,1.0794,0.3302,2.1688,2.6882,0.2683,3.2457,0.6813,0.6204,0.2504,0.5125,0.1486,0.4629,0.088,0.1914,1.5926,0.737,0.6913,1.0672,1.5798,0.277,0.8741,0.9893,0.653,1.2403,0.1028,0.3658,1.7447,0.313,0.4728,0.3123,2.2262,0.3316,0.5441,0.6767,1.1875,0.0964,1.7225,1.4728,0.6494,1.4306,0.4189,0.5666,0.7428,0.7351,0.7225,1.0898,0.3797,2.4858,0.108,0.341,0.7793,1.6718,0.4604,0.6712,0.7158,0.6304,0.2295,1.1978,0.3912,0.805,1.0946,0.2737,0.6888,0.3191,1.3789,0.7875,0.4415,1.4772,0.8943
MYH4,0.0,0.0,0.0232,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0.0095,0.0157,0.0148,0.0,0.0537,0.0344,0.0946,1.2742,0.0,0.1418,0.0,0.0,0.0144,0.0148,0.0189,0.0,0.0,0.0,0.0,0.0,0.0555,0.0115,0.0,0.0272,0.0,0.024,0.0,0.0332,0.0118,0.0,0.0,0.0,0.0,0.0514,0.0,0.0,0.0,0.0345,0.0326,0.08,0.0,1.5813,0.0,0.0,0.0,0.0526,0.0,0.0,0.0294,0.0,0.0459,0.0195,0.0,0.0104,0.0094,0.0066,0.0,0.0,0.0056,0.0,0.0,0.0,0.0057,0.0,0.0,0.0295,0.0183,0.0159,0.0,0.0,0.0,0.0336,0.0307,0.0109,0.0,0.012,4.5669,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0757,0.155,0.0,0.0057,0.0102,0.0094,0.0,0.0227,0.0994,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0176,0.0806,0.0,0.0417,0.0,0.041,0.0062
MYH6,0.0,0.1372,0.0128,0.098,0.932,0.0,0.0,0.0196,0.0,0.0,0.0,0.0,0.0157,0.0065,0.6103,0.0,0.0,0.0071,0.0,0.0195,0.0,0.0391,0.0,0.0092,0.1073,0.0366,0.0,0.0,0.0,0.0814,0.0121,0.0572,0.0,0.0189,0.0,0.0,0.0,0.0099,0.0118,0.1096,0.0195,0.0,0.0,0.0083,0.0,0.0764,0.011,0.0116,0.0745,0.019,0.0108,0.0066,0.007,0.28,0.0444,0.0,0.0,0.0,0.0095,0.0406,0.0324,0.0,0.0,0.0,0.032,0.0344,0.0,0.1149,0.0188,0.0,0.0,0.0,0.0,0.1199,0.3092,0.0,0.0471,0.0439,0.0,0.0132,0.1875,0.0165,0.0761,0.1041,0.0634,0.0,0.0,0.2075,0.2458,0.0,0.0,0.0234,0.0,0.0198,0.1446,0.0059,0.0,0.0285,0.0629,0.0,0.0,0.0078,0.016,0.0,0.0246,0.0419,0.0,0.0117,0.2459,0.0737,0.0,0.0165,0.016,0.0,0.0,0.0292,0.0,0.014,0.0,0.0357
MYH7,0.0,0.0892,0.1004,0.1874,1.9,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.4565,0.0157,0.5603,0.0,0.0089,0.0258,0.0,0.0236,0.0154,0.0157,0.0,0.0,0.0432,0.0515,0.0943,0.0,0.0076,0.612,0.0147,0.0415,0.0185,0.0114,0.0,0.009,0.0,0.0,0.0852,0.0552,0.0118,0.0161,0.0,0.0101,0.0063,0.0103,0.0399,0.007,0.0426,0.046,0.0,0.0479,0.0,0.2255,0.0,0.0,0.012,0.0,0.0,0.0163,0.0,0.0075,0.0183,0.0781,0.0,0.0623,0.0,0.0132,0.0076,0.0132,0.0,0.0164,0.0059,0.0181,0.3057,0.0,0.0,0.0826,0.0365,0.0079,0.0666,0.0299,0.1532,0.0335,0.0,0.0,0.0356,0.0239,0.2079,0.0,0.0103,0.0283,0.0,0.0119,0.097,0.0143,0.0126,0.0,0.0217,0.0057,0.0,0.0376,0.1062,0.0,0.0298,0.0169,0.0482,0.0,0.2393,0.0,0.0,0.0497,0.0,0.0,0.0,0.0235,0.0416,0.1519,0.0,0.037
MYH8,0.0,0.0,0.0,0.0098,0.0,0.0,0.0432,0.0,0.0176,0.0081,0.0,0.0,0.0,0.0156,0.0,0.0,0.0445,0.0,0.1076,0.7285,0.0,0.0471,0.0,0.0,0.0144,0.022,0.0188,0.0,0.0,0.0218,0.0,0.0138,0.0,0.0,0.0,0.0361,0.0,0.006,0.0142,0.0,0.0118,0.016,0.0144,0.0,0.0,0.0,0.0,0.007,0.0095,0.0115,0.0195,0.1274,0.0,0.6374,0.0107,0.0,0.012,0.1361,0.0,0.0,0.088,0.0,0.1006,0.0,0.0,0.0207,0.0,0.0066,0.0151,0.0,0.0056,0.0,0.0118,0.0181,0.0113,0.0227,0.0,0.0471,0.0,0.0238,0.0,0.0,0.0,0.0251,0.0,0.0109,0.0,0.0119,0.0741,0.0091,0.0206,0.0396,0.0,0.0357,0.0194,0.0214,0.0754,0.0429,0.0758,0.0,0.0,0.0,0.0096,0.0,0.1485,0.0337,0.0,0.0,0.0,0.0111,0.0148,0.0,0.0,0.0175,0.016,0.0,0.0,0.0168,0.0409,0.0184
MYO16,0.2362,0.1656,0.3803,0.1619,0.1684,0.2795,0.2812,0.2101,0.6509,0.6167,0.1416,0.1393,0.4226,0.289,0.373,0.2669,0.1893,0.6868,0.212,1.7068,0.2208,4.7739,0.0513,0.3188,0.1476,0.3272,0.1676,0.6204,0.1449,0.5828,2.0034,2.3052,0.1766,0.2188,0.6224,0.4886,0.0205,0.2909,0.1165,0.2414,1.4497,5.6849,0.079,1.0091,0.3714,0.0701,0.091,3.7858,0.2494,0.3692,0.1156,0.3055,0.652,1.5929,0.4399,0.6194,0.3527,0.6098,0.047,5.2943,0.1005,0.0102,0.4199,0.0934,0.3431,0.1989,0.1028,0.3479,0.3994,0.8015,0.0534,15.703,0.2189,0.0495,0.3986,0.1403,0.3406,0.2783,0.1499,3.4216,4.4531,0.4968,0.398,0.2464,1.4136,0.506,0.0487,0.5714,0.0812,0.1932,0.1197,0.3331,0.3187,0.1143,0.4379,0.1369,0.1549,0.329,0.512,0.8263,0.0559,0.2248,0.1981,0.2482,0.1561,0.2194,0.3131,0.3673,0.1861,0.2662,0.2747,0.1701,0.2272,0.3421,0.9567,0.9007,1.6964,0.2654,0.868,0.3453
MYO18B,0.0,0.981,0.1534,0.0184,0.0073,0.0888,0.0269,0.3375,0.0,0.0101,0.0,0.0195,0.0059,0.1263,1.7481,0.0097,0.0443,0.0053,0.0084,0.1608,0.0095,0.0195,0.0116,0.0207,1.8319,0.0411,0.0234,0.0,0.0047,0.0339,0.2092,0.4632,0.0115,0.0071,0.0188,0.0505,0.0,0.0335,0.0176,0.1233,0.2413,0.0,0.0,0.0469,0.0078,0.0127,2.4629,0.0349,0.0382,0.2567,0.7067,0.1139,0.0053,0.2099,0.1864,0.0,0.0074,0.0456,0.0142,0.0203,0.0061,0.0093,0.0114,0.0,0.024,0.1032,0.1166,0.0738,0.0283,0.0164,0.0416,1.8255,0.0368,0.0225,0.0562,0.0142,0.0088,0.0366,0.0113,0.0345,0.4217,0.0371,0.019,0.0156,0.8271,0.0946,0.1106,0.0074,0.1106,0.1132,0.0064,1.1078,0.0126,0.0296,0.0361,0.0577,0.3673,0.0107,0.0808,0.0,0.0,0.1225,0.018,0.0845,0.0185,0.0105,0.0,0.0,0.0768,0.0207,0.0,0.0309,0.1944,0.0054,0.0,0.0365,0.0344,0.0105,0.0,0.0
MYO7B,0.0526,0.3754,0.7513,0.4864,0.5542,1.0852,0.2669,2.9386,0.2898,0.295,0.4385,0.2361,0.2801,0.6594,0.818,0.4064,0.1407,0.6999,0.12,0.4033,5.6252,0.4093,2.222,3.0643,6.2414,0.3177,0.1679,0.554,0.3889,0.9281,6.0513,0.1988,12.1093,0.728,0.3845,0.3036,0.7494,0.1519,0.5351,0.5669,7.1489,0.1102,0.8505,0.8729,0.4197,0.4847,0.2645,0.7739,0.5937,0.4721,0.655,0.4865,0.3266,0.3346,0.8887,0.0834,4.8565,0.2444,0.1963,0.1343,0.1409,0.0924,0.157,0.3341,0.423,1.0887,0.1222,0.1901,0.2494,0.2075,0.1262,2.6894,0.3168,2.4923,0.3411,0.0468,0.2145,0.3919,0.2502,0.7182,0.6295,2.6318,0.3987,0.838,0.7658,0.492,29.5132,1.4637,0.6,0.1811,0.1764,0.0931,1.1454,0.1881,0.2526,0.3136,0.1552,0.1413,6.7419,0.125,0.035,0.2638,0.4894,0.1166,0.2175,0.2776,0.1156,0.1452,0.226,9.7609,0.1019,0.6406,2.5174,0.427,0.1983,1.3535,0.6551,0.3469,0.5189,0.6159
MYT1L,0.0,0.0,0.0013,0.0101,0.006,0.0018,0.0037,0.0061,0.0,0.0,0.0065,0.0,0.0,0.0013,2.1363,0.0,0.023,0.0044,0.0092,0.0242,0.0,0.0,0.0,0.0057,0.5208,0.0013,0.0032,0.0,0.0,0.0019,0.0,0.1706,0.0127,0.0,0.0026,0.0,0.0026,0.0021,0.0,0.0,0.002,0.0,0.0025,0.0,0.0043,0.0035,0.0,0.006,0.0016,0.0,0.0145,0.0055,0.0131,0.3866,0.0037,0.0023,0.0082,0.0036,0.002,0.0028,0.0,0.0013,0.0157,0.0033,0.0033,0.0018,0.0081,0.0023,0.0039,0.0023,0.0,0.0,0.001,0.0,0.0029,0.0,0.0037,0.004,0.0,0.0041,0.0023,0.0119,0.0,0.0014,0.0,0.0075,0.0031,0.0921,0.0025,0.0,0.0,0.0019,0.0,0.0041,0.0,0.0012,0.0022,0.0,0.0037,0.0029,0.0,0.0,0.0,0.0058,0.0017,0.0,0.0,0.0024,0.0014,0.0,0.0,0.0034,0.0017,0.0015,0.0,0.002,0.0024,0.0,0.0105,0.0021
NALCN,0.3094,0.1146,0.3855,0.3547,0.0509,0.1838,0.9662,0.2272,0.2405,0.5139,0.467,1.2386,0.3243,0.9365,0.8044,0.1016,2.8788,1.1951,0.6436,5.2492,0.1144,0.7118,0.9417,0.4818,0.0937,1.0408,1.4264,0.0917,0.1056,0.5048,0.1317,0.4883,0.4748,0.2622,0.1458,0.9281,0.4414,0.3214,0.2069,0.0958,0.482,0.8625,0.0224,0.0422,0.1136,0.283,0.194,1.0921,0.1762,0.755,1.6213,1.7786,1.0136,5.2653,0.7878,3.6298,0.476,1.9939,0.3199,0.0253,0.7107,0.0813,0.9549,0.8407,1.041,0.4058,0.1572,0.2909,0.1434,0.4451,0.4051,0.3005,0.114,0.1403,0.1667,0.3533,0.1324,0.7972,0.5832,0.8865,0.3138,0.2993,0.3419,0.478,0.7121,0.9514,0.3038,0.1776,0.3544,0.5284,0.0671,0.5023,0.7257,0.2775,0.9446,0.3193,0.3239,0.8738,0.3028,0.0636,0.0824,0.4572,0.3712,0.5381,0.6183,0.513,0.3363,0.0745,0.1023,1.1035,1.605,0.256,0.3285,0.4246,3.9935,0.5469,1.0356,0.293,1.5614,0.4812
NAV2,1.7381,41.2641,16.5693,12.9183,2.8696,12.42,8.7872,17.8213,11.9473,10.7808,19.6946,7.2762,22.9422,8.1765,31.8654,12.8384,4.2494,57.9852,36.3252,82.8492,7.1049,44.9649,10.7409,24.5352,21.7122,10.3974,14.9223,2.8365,9.5682,15.0368,16.0046,22.1149,15.3135,15.435,9.342,17.61,5.0424,4.5774,6.9789,3.2876,12.0259,29.6815,8.0985,9.5802,7.6907,22.6882,11.3656,8.5808,6.3446,13.403,13.3131,21.9255,7.326,31.4512,21.2803,3.7597,18.5907,28.3423,18.7413,47.2552,13.1819,21.6232,15.8042,18.105,28.7171,12.033,10.2684,20.9657,13.2618,20.4369,23.0061,19.4931,11.1705,10.65,27.2847,14.8504,12.0695,9.3302,8.6491,14.938,5.4814,11.8463,13.942,31.7953,28.4773,10.9851,1.26,14.4401,17.5579,15.6059,34.8748,9.76,14.7665,36.7594,13.3143,12.9941,22.7022,18.1644,11.622,4.7216,16.1495,43.6044,3.8164,7.9234,4.482,9.2641,30.2768,6.3794,17.6248,4.4278,15.6261,8.3981,1.7757,14.7833,22.5007,4.3125,20.9456,19.0968,29.2399,49.7305
